Ti,Ti_prime,To,a
25.405,15.86,2.5,10000
15.86,25.662,2.2,0
25.662,21.987,2,10000
21.987,25.971,1.8,6000
25.971,26.107,1.7,10000
26.107,16.12,0.6,10000
16.12,15.633,-0.5,0
15.633,15.372,-1.7,0
15.372,21.088,-2,0
21.088,24.926,-2.7,6000
24.926,25.261,-3.2,10000
25.261,21.726,-2.7,10000
21.726,15.779,-2,0
15.779,21.701,-1.7,0
21.701,21.84,-1.6,6000
21.84,21.96,-1.6,6000
21.96,22.049,-1.7,6000
22.049,22.11,-1.6,6000
22.11,22.152,-1.6,6000
22.152,26.185,-1.7,6000
26.185,26.322,-0.1,10000
26.322,16.817,1.2,10000
16.817,16.593,2.7,0
16.593,26.109,2.4,0
26.109,16.782,2,10000
16.782,26.353,1.7,0
26.353,23.049,0.4,10000
23.049,27.323,-0.8,6000
27.323,27.506,-2.2,10000
27.506,17.564,-2.7,10000
17.564,17.136,-3.2,0
17.136,16.819,-3.9,0
16.819,22.508,-4,0
22.508,26.317,-4,6000
26.317,26.565,-4.4,10000
26.565,22.806,-3.7,10000
22.806,16.893,-3.2,0
16.893,22.653,-2.7,0
22.653,22.783,-2.5,6000
22.783,22.73,-2.2,6000
22.73,22.876,-2.2,6000
22.876,22.953,-1.8,6000
22.953,22.982,-1.7,6000
22.982,26.853,-1.7,6000
26.853,26.935,-1.6,10000
26.935,17.139,-1.6,10000
17.139,16.982,-1.7,0
16.982,26.88,-1.3,0
26.88,17.525,-1.2,10000
17.525,27.13,-1.1,0
27.13,23.386,-2,10000
23.386,27.095,-3.2,6000
27.095,27.281,-4.4,10000
27.281,17.653,-4,10000
17.653,17.381,-4,0
17.381,17.09,-3.9,0
17.09,22.606,-4.5,0
22.606,26.388,-5.3,6000
26.388,26.36,-6,10000
26.36,22.274,-6.9,10000
22.274,16.101,-7.9,0
16.101,21.519,-8.8,0
21.519,21.218,-9.6,6000
21.218,20.923,-10.6,6000
20.923,20.93,-11.6,6000
20.93,21.099,-11,6000
21.099,21.19,-10.5,6000
21.19,25.136,-10,6000
25.136,25.509,-10.1,10000
25.509,15.93,-10.3,10000
15.93,15.707,-10.6,0
15.707,25.409,-9.8,0
25.409,15.976,-9.3,10000
15.976,25.423,-8.8,0
25.423,21.606,-10.1,10000
21.606,25.015,-11.3,6000
25.015,25.031,-12.8,10000
25.031,15.269,-13.3,10000
15.269,14.704,-14.1,0
14.704,14.306,-15,0
14.306,19.765,-16,0
19.765,23.497,-17.1,6000
23.497,23.539,-18.2,10000
23.539,19.743,-17.5,10000
19.743,13.77,-16.7,0
13.77,19.441,-16.1,0
19.441,19.518,-15.1,6000
19.518,19.492,-14.1,6000
19.492,19.501,-13.3,6000
19.501,19.53,-12.3,6000
19.53,19.514,-11.3,6000
19.514,23.557,-10.6,6000
23.557,24.076,-9.1,10000
24.076,14.818,-7.9,10000
14.818,14.87,-6.6,0
14.87,24.909,-4.9,0
24.909,15.717,-3.2,10000
15.717,25.71,-1.7,0
25.71,22.397,-0.3,10000
22.397,26.742,0.8,6000
26.742,26.969,2.2,10000
26.969,17.168,2.2,10000
17.168,16.857,2.2,0
16.857,15.79,2.2,0
15.79,19.935,-2.2,0
19.935,22.017,-7,6000
22.017,21.537,-11.6,10000
21.537,17.75,-13.1,10000
17.75,11.766,-14.5,0
11.766,16.875,-16.1,0
16.875,16.603,-17.2,6000
16.603,16.394,-18.6,6000
16.394,16.3,-20,6000
16.3,16.188,-19.8,6000
16.188,16.146,-19.8,6000
16.146,19.904,-20,6000
19.904,20.108,-20.1,10000
20.108,10.769,-20.2,10000
10.769,10.545,-20.6,0
10.545,20.007,-20.2,0
20.007,10.661,-20.1,10000
10.661,19.869,-20,0
19.869,16.167,-20.1,10000
16.167,19.753,-20.2,6000
19.753,19.932,-20.6,10000
19.932,10.51,-20.5,10000
10.51,10.138,-20.5,0
10.138,9.7373,-20.6,0
9.7373,15.081,-21.2,0
15.081,18.683,-22,6000
18.683,18.325,-22.7,10000
18.325,14.205,-24.7,10000
14.205,7.8313,-26.7,0
7.8313,13.088,-28.8,0
13.088,12.8,-29.7,6000
12.8,12.566,-30.7,6000
12.566,12.072,-31.7,6000
12.072,11.342,-32.7,6000
11.342,10.644,-33.7,6000
10.644,14.66,-35,6000
14.66,15.207,-33,10000
15.207,6.4165,-31.2,10000
6.4165,6.2477,-29.3,0
6.2477,15.551,-28.6,0
15.551,6.3682,-27.7,10000
6.3682,15.52,-27.2,0
15.52,11.891,-27.5,10000
11.891,15.399,-27.7,6000
15.399,15.34,-28.2,10000
15.34,5.7552,-28.2,10000
5.7552,5.275,-28.2,0
5.275,5.1433,-28.2,0
5.1433,10.814,-27.5,0
10.814,14.799,-26.7,6000
14.799,15.051,-26.1,10000
15.051,11.429,-25.2,10000
11.429,5.7479,-24.5,0
5.7479,11.302,-23.8,0
11.302,11.317,-23.6,6000
11.317,11.257,-23.3,6000
11.257,11.289,-23.2,6000
11.289,11.236,-23.2,6000
11.236,11.158,-23.2,6000
11.158,15.267,-23.2,6000
15.267,15.845,-22.1,10000
15.845,6.6339,-21,10000
6.6339,6.8499,-20,0
6.8499,17.053,-18.3,0
17.053,7.8991,-17,10000
7.8991,17.558,-15.6,0
17.558,13.78,-16.3,10000
13.78,17.365,-17.2,6000
17.365,17.401,-18.2,10000
17.401,7.7432,-17.5,10000
7.7432,7.4076,-16.7,0
7.4076,7.2025,-16.1,0
7.2025,12.816,-15.3,0
12.816,16.76,-14.8,6000
16.76,16.801,-14.3,10000
16.801,13.031,-14.3,10000
13.031,7.1189,-14.3,0
7.1189,12.584,-14.3,0
12.584,12.578,-14.3,6000
12.578,12.547,-14.3,6000
12.547,12.482,-14.3,6000
12.482,12.517,-14.5,6000
12.517,12.439,-14.6,6000
12.439,16.114,-15,6000
16.114,16.198,-15.1,10000
16.198,6.5954,-15.3,10000
6.5954,6.4072,-15.6,0
6.4072,15.94,-14.6,0
15.94,6.6893,-14,10000
6.6893,16.129,-13.3,0
16.129,12.663,-12.6,10000
12.663,16.538,-12.1,6000
16.538,16.942,-11.6,10000
16.942,7.6856,-10.8,10000
7.6856,7.6981,-10.1,0
7.6981,7.823,-9.3,0
7.823,13.826,-8.1,0
13.826,18.136,-7,6000
18.136,19.084,-6,10000
19.084,16.07,-2,10000
16.07,10.713,1.7,0
10.713,16.76,5.5,0
16.76,16.873,5,6000
16.873,16.902,4.5,6000
16.902,16.952,3.9,6000
16.952,17.021,3.5,6000
17.021,17.111,3.2,6000
17.111,21.312,2.7,6000
21.312,21.806,3.5,10000
21.806,12.201,4.3,10000
12.201,12.133,5,0
12.133,22.321,4.5,0
22.321,12.644,4.3,10000
12.644,22.63,3.9,0
22.63,18.95,3.5,10000
18.95,22.976,3.2,6000
22.976,23.164,2.7,10000
23.164,13.205,2.2,10000
13.205,12.833,1.7,0
12.833,12.667,1.1,0
12.667,18.618,0.4,0
18.618,22.76,-0.3,6000
22.76,23.065,-1.1,10000
23.065,19.321,-0.3,10000
19.321,13.355,0.4,0
13.355,19.167,1.1,0
19.167,19.145,0.5,6000
19.145,19.037,0,6000
19.037,18.855,-0.6,6000
18.855,18.644,-2,6000
18.644,18.386,-3.4,6000
18.386,22.602,-5,6000
22.602,23.314,-3.2,10000
23.314,13.992,-1.6,10000
13.992,14.048,0,0
14.048,24.17,0.6,0
24.17,14.688,1.1,10000
14.688,24.544,1.7,0
24.544,20.868,1.5,10000
20.868,24.854,1.2,6000
24.854,25.166,1.1,10000
25.166,15.359,1.1,10000
15.359,15.104,1.1,0
15.104,14.973,1.1,0
14.973,20.876,1.2,0
20.876,24.934,1.5,6000
24.934,25.021,1.7,10000
25.021,21.142,0.8,10000
21.142,15.009,0.2,0
15.009,20.699,-0.6,0
20.699,20.698,-1,6000
20.698,20.627,-1.6,6000
20.627,20.599,-2.2,6000
20.599,20.597,-2.5,6000
20.597,20.548,-2.7,6000
20.548,24.165,-3.2,6000
24.165,23.957,-4.5,10000
23.957,14.024,-5.8,10000
14.024,13.425,-7.1,0
13.425,22.483,-9.1,0
22.483,12.673,-11.1,10000
12.673,21.628,-13.3,0
21.628,17.575,-14.3,10000
17.575,20.821,-15.5,6000
20.821,20.861,-16.7,10000
20.861,11.576,-17,10000
11.576,11.267,-17.2,0
11.267,10.921,-17.7,0
10.921,16.35,-18.7,0
16.35,20.02,-19.8,6000
20.02,19.75,-21.1,10000
19.75,15.536,-22.8,10000
15.536,9.1579,-24.7,0
9.1579,14.47,-26.7,0
14.47,14.369,-26.7,6000
14.369,14.162,-26.8,6000
14.162,14.157,-27.2,6000
14.157,14.289,-25.7,6000
14.289,14.339,-24.5,6000
14.339,18.218,-23.2,6000
18.218,18.491,-21.7,10000
18.491,9.2065,-20.2,10000
9.2065,9.1661,-18.8,0
9.1661,18.837,-17.5,0
18.837,9.7039,-16.2,10000
9.7039,18.959,-15,0
18.959,15.254,-15.1,10000
15.254,18.907,-15.3,6000
18.907,19.036,-15.6,10000
19.036,9.57,-15.3,10000
9.57,9.255,-15.1,0
9.255,8.9949,-15,0
8.9949,14.439,-14.6,0
14.439,18.242,-14.5,6000
18.242,18.392,-14.3,10000
18.392,14.8,-14.1,10000
14.8,8.9896,-14,0
8.9896,14.637,-13.8,0
14.637,14.831,-13.6,6000
14.831,14.841,-13.3,6000
14.841,14.788,-13.3,6000
14.788,14.847,-14,6000
14.847,14.779,-14.6,6000
14.779,18.637,-15.6,6000
18.637,18.695,-15.6,10000
18.695,9.1102,-15.8,10000
9.1102,9.0343,-16.1,0
9.0343,18.848,-15.6,0
18.848,9.6263,-15.3,10000
9.6263,19.245,-15,0
19.245,15.51,-16,10000
15.51,19.106,-17.1,6000
19.106,19.431,-18.2,10000
19.431,10.036,-17.2,10000
10.036,9.9281,-16.3,0
9.9281,9.7361,-15.6,0
9.7361,15.347,-15.5,0
15.347,19.23,-15.5,6000
19.23,19.44,-15.6,10000
19.44,15.628,-15.1,10000
15.628,9.656,-14.6,0
9.656,15.32,-14.3,0
15.32,15.25,-14.3,6000
15.25,15.199,-14.3,6000
15.199,15.14,-14.3,6000
15.14,15.089,-14.5,6000
15.089,14.892,-14.6,6000
14.892,18.847,-15,6000
18.847,19.046,-14.8,10000
19.046,9.3815,-14.8,10000
9.3815,9.1803,-15,0
9.1803,19.004,-14.5,0
19.004,9.4968,-14.1,10000
9.4968,18.91,-13.8,0
18.91,15.122,-14.1,10000
15.122,18.742,-14.5,6000
18.742,18.734,-15,10000
18.734,8.9898,-15.5,10000
8.9898,8.5238,-16,0
8.5238,7.9903,-16.7,0
7.9903,13.081,-18.3,0
13.081,16.407,-20.2,6000
16.407,16.506,-22.2,10000
16.506,12.763,-21.6,10000
12.763,6.9272,-21,0
6.9272,12.385,-20.6,0
12.385,12.278,-20.8,6000
12.278,12.095,-21.2,6000
12.095,12.123,-21.7,6000
12.123,12.173,-21,6000
12.173,12.326,-20.5,6000
12.326,16.479,-20,6000
16.479,17.21,-17.7,10000
17.21,8.2404,-15.3,10000
8.2404,8.4573,-13.3,0
8.4573,18.614,-12.1,0
18.614,9.5765,-11,10000
9.5765,19.392,-10,0
19.392,15.803,-10.1,10000
15.803,19.659,-10.3,6000
19.659,19.799,-10.6,10000
19.799,10.076,-10.5,10000
10.076,9.734,-10.5,0
9.734,9.6212,-10.6,0
9.6212,15.524,-10.3,0
15.524,19.678,-10.1,6000
19.678,19.762,-10,10000
19.762,15.765,-10.8,10000
15.765,9.529,-11.8,0
9.529,15.465,-12.8,0
15.465,15.752,-11.8,6000
15.752,15.934,-10.8,6000
15.934,16.052,-10,6000
16.052,16.113,-9.6,6000
16.113,16.179,-9.5,6000
16.179,20.331,-9.3,6000
20.331,20.779,-8,10000
20.779,11.328,-6.8,10000
11.328,11.38,-5.5,0
11.38,21.527,-5.3,0
21.527,12.12,-5,10000
12.12,21.78,-5,0
21.78,18.023,-6,10000
18.023,21.606,-7,6000
21.606,21.643,-8.3,10000
21.643,11.823,-9,10000
11.823,11.313,-9.6,0
11.313,10.858,-10.6,0
10.858,16.214,-10.8,0
16.214,19.706,-11.1,6000
19.706,19.839,-11.6,10000
19.839,16.195,-11.1,10000
16.195,10.375,-10.8,0
10.375,15.902,-10.6,0
15.902,15.884,-10.6,6000
15.884,15.791,-10.8,6000
15.791,15.945,-11.1,6000
15.945,16.154,-11,6000
16.154,16.262,-11,6000
16.262,20.402,-11.1,6000
20.402,20.88,-9.8,10000
20.88,11.487,-8.8,10000
11.487,11.653,-7.8,0
11.653,21.911,-6.5,0
21.911,12.646,-5.4,10000
12.646,22.573,-4.4,0
22.573,18.861,-4.6,10000
18.861,22.846,-5,6000
22.846,23.054,-5.5,10000
23.054,13.181,-5.5,10000
13.181,12.889,-5.5,0
12.889,12.695,-5.5,0
12.695,18.552,-5.6,0
18.552,22.606,-5.8,6000
22.606,22.506,-6,10000
22.506,18.337,-7.3,10000
15.723,21.897,-4.8,0
21.897,16.099,-4,6000
16.099,15.984,-3.5,0
15.984,21.964,-3,0
21.964,21.889,-2.7,6000
21.889,25.791,-2.5,6000
25.791,26.079,-2.2,10000
26.079,26.243,-1.8,10000
26.243,26.489,-1.7,10000
26.489,22.848,-1.7,10000
22.848,16.976,-1.3,6000
16.976,22.629,-1.2,0
22.629,26.502,-1.1,6000
26.502,26.699,-1.6,10000
26.699,26.735,-2,10000
26.735,17.058,-2.7,10000
17.058,22.556,-3,0
22.556,22.503,-3.4,6000
22.503,22.461,-3.9,6000
22.461,16.597,-4,6000
16.597,22.043,-4,0
22.043,22.066,-4.4,6000
22.066,22.063,-4.3,6000
22.063,16.185,-4.3,0
16.185,21.739,-4.4,0
21.739,15.875,-4.6,6000
15.875,15.517,-5,0
15.517,21.035,-5.5,0
21.035,20.86,-6.5,6000
20.86,24.523,-7.6,6000
24.523,25.021,-8.8,10000
25.021,25.648,-7.3,10000
25.648,26.326,-5.8,10000
26.326,22.88,-4.4,10000
22.88,17.219,-3.4,6000
17.219,23.083,-2.5,0
23.083,27.173,-1.7,6000
27.173,27.339,-2.9,10000
27.339,27.475,-4.1,10000
27.475,17.665,-5.5,10000
17.665,23.216,-5.9,0
23.216,23.148,-6.1,6000
23.148,22.775,-6.6,6000
22.775,16.569,-7.9,6000
16.569,21.732,-9.1,0
21.732,21.915,-10.6,6000
21.915,22.211,-9.6,6000
22.211,16.437,-8.6,0
16.437,22.434,-7.8,0
22.434,16.761,-6.5,6000
16.761,16.758,-5.4,0
16.758,22.735,-4.4,0
22.735,22.857,-3.2,6000
22.857,26.878,-2,6000
26.878,27.075,-1.1,10000
27.075,27.329,0.4,10000
27.329,27.712,1.7,10000
27.712,24.211,3.2,10000
24.211,18.565,3.2,6000
18.565,24.454,3.2,0
24.454,28.405,3.2,6000
28.405,28.547,2.7,10000
28.547,28.63,2.2,10000
28.63,18.887,1.7,10000
18.887,24.235,-0.6,0
24.235,24.095,-3,6000
24.095,24.039,-5.5,6000
24.039,18.083,-5.5,6000
18.083,23.735,-5.5,0
23.735,23.804,-5.5,6000
23.804,23.748,-5.3,6000
23.748,17.779,-5,0
17.779,23.261,-5,0
23.261,17.214,-5.5,6000
17.214,16.703,-6.4,0
16.703,22.301,-7.1,0
22.301,22.244,-7.6,6000
22.244,26.052,-8.1,6000
26.052,26.571,-8.8,10000
26.571,27.2,-7.3,10000
27.2,27.889,-5.8,10000
27.889,24.315,-4.4,10000
24.315,18.413,-4,6000
18.413,24.071,-4,0
24.071,27.96,-3.9,6000
27.96,27.963,-4.6,10000
27.963,27.771,-5.6,10000
27.771,17.926,-6.6,10000
17.926,23.203,-7,0
23.203,22.951,-7.3,6000
22.951,22.785,-7.8,6000
22.785,16.982,-7.5,6000
16.982,22.383,-7.3,0
22.383,22.271,-7.1,6000
22.271,22.187,-7,6000
22.187,16.361,-7,0
16.361,21.759,-7.1,0
21.759,15.896,-7.3,6000
15.896,15.515,-7.5,0
15.515,20.998,-7.8,0
20.998,20.995,-7.6,6000
20.995,24.771,-7.6,6000
24.771,24.829,-7.8,10000
24.829,24.852,-8.1,10000
24.852,24.936,-8.3,10000
24.936,21.293,-8.8,10000
21.293,15.513,-9.1,6000
15.513,21.043,-9.5,0
21.043,24.777,-10,6000
24.777,24.732,-10.6,10000
24.732,24.738,-11.3,10000
24.738,15.123,-12.1,10000
15.123,20.591,-12.5,0
20.591,20.489,-12.8,6000
20.489,20.506,-13.3,6000
20.506,14.689,-13.3,6000
14.689,20.307,-13.6,0
20.307,20.265,-13.8,6000
20.265,20.006,-14.1,6000
20.006,13.953,-14.5,0
13.953,19.244,-15,0
19.244,13.125,-16.2,6000
13.125,12.411,-17.5,0
12.411,17.653,-18.8,0
17.653,17.374,-19.7,6000
17.374,20.825,-20.7,6000
20.825,20.843,-21.7,10000
20.843,20.886,-21.6,10000
20.886,20.798,-21.6,10000
20.798,17.308,-21.7,10000
17.308,11.675,-21.2,6000
11.675,17.432,-20.8,0
17.432,21.315,-20.6,6000
21.315,21.327,-21,10000
21.327,21.109,-21.6,10000
21.109,11.416,-22.2,10000
11.416,16.535,-22.7,0
16.535,16.25,-23.6,6000
16.25,16.043,-24.3,6000
16.043,10.038,-25.1,6000
10.038,15.165,-25.7,0
15.165,14.931,-26.7,6000
14.931,14.779,-27.1,6000
14.779,8.777,-27.7,0
8.777,14.253,-28.2,0
14.253,8.4197,-28.2,6000
8.4197,8.1526,-28.2,0
8.1526,13.503,-28.2,0
13.503,13.25,-29,6000
13.25,16.719,-29.7,6000
16.719,17.129,-30.6,10000
17.129,17.639,-28.3,10000
17.639,18.191,-26.3,10000
18.191,14.759,-24.3,10000
14.759,9.117,-23.3,6000
9.117,14.991,-22.5,0
14.991,18.973,-21.7,6000
18.973,19.096,-22,10000
19.096,19.095,-22.2,10000
19.095,9.3151,-22.7,10000
9.3151,14.71,-23.1,0
14.71,14.549,-23.3,6000
14.549,14.48,-23.8,6000
14.48,8.6244,-22.7,6000
8.6244,14.19,-21.6,0
14.19,14.584,-20.6,6000
14.584,14.995,-18.2,6000
14.995,9.4795,-16,0
9.4795,15.369,-13.8,0
15.369,9.5995,-12.8,6000
9.5995,9.4537,-11.8,0
9.4537,15.617,-11.1,0
15.617,16.078,-9.1,6000
16.078,20.426,-7.3,6000
20.426,20.796,-5.5,10000
20.796,21.141,-3,10000
21.141,21.564,-0.6,10000
21.564,18.076,1.7,10000
18.076,12.364,1.5,6000
12.364,18.15,1.2,0
18.15,22.222,1.1,6000
22.222,22.436,0.4,10000
22.436,22.65,-0.3,10000
22.65,12.892,-1.1,10000
12.892,18.571,-1.6,0
18.571,18.564,-2,6000
18.564,18.52,-2.7,6000
18.52,12.612,-2.2,6000
12.612,18.21,-2,0
18.21,17.953,-1.7,6000
17.953,17.559,-4,6000
17.559,11.29,-6.4,0
11.29,16.85,-8.8,0
16.85,11.055,-9.1,6000
11.055,10.797,-9.5,0
10.797,16.579,-10,0
16.579,16.631,-10.1,6000
16.631,20.587,-10.3,6000
20.587,20.961,-10.6,10000
20.961,21.389,-9.6,10000
21.389,21.774,-8.6,10000
21.774,18.463,-7.8,10000
18.463,12.982,-6.5,6000
12.982,19.162,-5.4,0
19.162,23.171,-4.4,6000
23.171,23.025,-6.5,10000
23.025,22.839,-8.8,10000
22.839,12.875,-11.1,10000
12.875,18.297,-11.6,0
18.297,18.053,-12.1,6000
18.053,18.078,-12.8,6000
18.078,12.174,-12.6,6000
12.174,17.732,-12.6,0
17.732,17.768,-12.8,6000
17.768,17.739,-12.6,6000
17.739,11.669,-12.6,0
11.669,17.285,-12.8,0
17.285,11.389,-12.5,6000
11.389,11.121,-12.3,0
11.121,16.736,-12.1,0
16.736,16.718,-12.3,6000
16.718,20.492,-12.5,6000
20.492,20.891,-12.8,10000
20.891,21.334,-11.3,10000
21.334,21.855,-10.1,10000
21.855,18.481,-8.8,10000
18.481,12.948,-7.9,6000
12.948,19.013,-6.9,0
19.013,23.126,-6,6000
23.126,23.35,-6.4,10000
23.35,23.345,-6.6,10000
23.345,13.758,-7.1,10000
13.758,19.383,-6.9,0
19.383,19.453,-6.8,6000
19.453,19.616,-6.6,6000
19.616,13.745,-6.1,6000
13.745,19.586,-5.9,0
19.586,19.626,-5.5,6000
19.626,19.677,-5.9,6000
19.677,13.62,-6.1,0
13.62,19.404,-6.6,0
19.404,13.476,-6.8,6000
13.476,13.262,-6.9,0
13.262,19.503,-7.1,0
19.503,20.01,-3.5,6000
20.01,24.488,-0.1,6000
24.488,24.845,3.2,10000
24.845,25.036,3.2,10000
25.036,25.261,3.2,10000
25.261,21.759,3.2,10000
21.759,16.006,2.9,6000
16.006,21.944,2.5,0
21.944,26.077,2.2,6000
26.077,26.306,2,10000
26.306,26.492,1.8,10000
26.492,16.604,1.7,10000
16.604,22.166,0.6,0
22.166,22.035,-0.5,6000
22.035,21.974,-1.7,6000
21.974,15.901,-2,6000
15.901,21.459,-2.7,0
21.459,21.664,-3.2,6000
21.664,21.931,-2.7,6000
21.931,16.024,-2,0
16.024,21.942,-1.7,0
21.942,16.033,-1.6,6000
16.033,15.855,-1.6,0
15.855,21.803,-1.7,0
21.803,21.93,-1.6,6000
21.93,25.973,-1.6,6000
25.973,26.19,-1.7,10000
26.19,26.29,-0.1,10000
26.29,26.552,1.2,10000
26.552,22.816,2.7,10000
22.816,17.01,2.4,6000
17.01,22.635,2,0
22.635,26.744,1.7,6000
26.744,27.295,0.4,10000
27.295,27.838,-0.8,10000
27.838,17.991,-2.2,10000
17.991,23.614,-2.7,0
23.614,23.551,-3.2,6000
23.551,23.418,-3.9,6000
23.418,17.329,-4,6000
17.329,22.856,-4,0
22.856,22.985,-4.4,6000
22.985,23.008,-3.7,6000
23.008,17.132,-3.2,0
17.132,22.888,-2.7,0
22.888,17.069,-2.5,6000
17.069,16.768,-2.2,0
16.768,22.647,-2.2,0
22.647,22.782,-1.8,6000
22.782,26.739,-1.7,6000
26.739,26.858,-1.7,10000
26.858,26.907,-1.6,10000
26.907,26.84,-1.6,10000
26.84,23.255,-1.7,10000
23.255,17.602,-1.3,6000
17.602,23.542,-1.2,0
23.542,27.538,-1.1,6000
27.538,27.653,-2,10000
27.653,27.605,-3.2,10000
27.605,17.915,-4.4,10000
17.915,23.65,-4,0
23.65,23.741,-4,6000
23.741,23.647,-3.9,6000
23.647,17.466,-4.5,6000
17.466,22.949,-5.3,0
22.949,22.809,-6,6000
22.809,22.48,-6.9,6000
22.48,16.342,-7.9,0
16.342,21.755,-8.8,0
21.755,15.623,-9.6,6000
15.623,15.09,-10.6,0
15.09,20.723,-11.6,0
20.723,20.944,-11,6000
20.944,24.898,-10.5,6000
24.898,25.148,-10,10000
25.148,25.49,-10.1,10000
25.49,25.747,-10.3,10000
25.747,22.044,-10.6,10000
22.044,16.17,-9.8,6000
16.17,21.95,-9.3,0
21.95,25.835,-8.8,6000
25.835,25.822,-10.1,10000
25.822,25.523,-11.3,10000
25.523,15.844,-12.8,10000
15.844,21.156,-13.3,0
21.156,20.913,-14.1,6000
20.913,20.717,-15,6000
20.717,14.7,-16,6000
14.7,20.104,-17.1,0
20.104,20.035,-18.2,6000
20.035,19.954,-17.5,6000
19.954,14.014,-16.7,0
14.014,19.68,-16.1,0
19.68,13.935,-15.1,6000
13.935,13.669,-14.1,0
13.669,19.301,-13.3,0
19.301,19.382,-12.3,6000
19.382,23.181,-11.3,6000
23.181,23.572,-10.6,10000
23.572,24.061,-9.1,10000
24.061,24.491,-7.9,10000
24.491,21.13,-6.6,10000
21.13,15.679,-4.9,6000
15.679,21.719,-3.2,0
21.719,26.129,-1.7,6000
26.129,26.708,-0.3,10000
26.708,27.275,0.8,10000
27.275,17.489,2.2,10000
17.489,23.224,2.2,0
23.224,23.262,2.2,6000
23.262,22.258,2.2,6000
22.258,14.985,-2.2,6000
14.985,18.796,-7,0
18.796,18.217,-11.6,6000
18.217,17.978,-13.1,6000
17.978,12.02,-14.5,0
12.02,17.123,-16.1,0
17.123,11.236,-17.2,6000
11.236,10.776,-18.6,0
10.776,16.142,-20,0
16.142,16.074,-19.8,6000
16.074,19.772,-19.8,6000
19.772,19.942,-20,10000
19.942,20.12,-20.1,10000
20.12,20.272,-20.2,10000
20.272,16.676,-20.6,10000
16.676,11.017,-20.2,6000
11.017,16.527,-20.1,0
16.527,20.283,-20,6000
20.283,20.325,-20.1,10000
20.325,20.263,-20.2,10000
20.263,10.842,-20.6,10000
10.842,16.384,-20.5,0
16.384,16.341,-20.5,6000
16.341,16.126,-20.6,6000
16.126,10.065,-21.2,6000
10.065,15.34,-22,0
15.34,14.879,-22.7,6000
14.879,14.43,-24.7,6000
14.43,8.0868,-26.7,0
8.0868,13.339,-28.8,0
13.339,7.2995,-29.7,6000
7.2995,6.8146,-30.7,0
6.8146,11.893,-31.7,0
11.893,11.214,-32.7,6000
11.214,14.25,-33.7,6000
14.25,14.686,-35,10000
14.686,15.206,-33,10000
15.206,15.95,-31.2,10000
15.95,12.364,-29.3,10000
12.364,6.638,-28.6,6000
6.638,12.147,-27.7,0
12.147,15.913,-27.2,6000
15.913,15.974,-27.5,10000
15.974,15.887,-27.7,10000
15.887,6.4085,-28.2,10000
6.4085,11.482,-28.2,0
11.482,11.298,-28.2,6000
11.298,11.376,-28.2,6000
11.376,5.8443,-27.5,6000
5.8443,11.466,-26.7,0
11.466,11.596,-26.1,6000
11.596,11.638,-25.2,6000
11.638,5.9887,-24.5,0
5.9887,11.538,-23.8,0
11.538,5.7476,-23.6,6000
5.7476,5.4361,-23.3,0
5.4361,11.086,-23.2,0
11.086,11.086,-23.2,6000
11.086,14.856,-23.2,6000
14.856,15.283,-23.2,10000
15.283,15.829,-22.1,10000
15.829,16.448,-21,10000
16.448,13.216,-20,10000
13.216,7.737,-18.3,6000
7.737,13.956,-17,0
13.956,17.983,-15.6,6000
17.983,18.054,-16.3,10000
18.054,17.888,-17.2,10000
17.888,8.1319,-18.2,10000
8.1319,13.679,-17.5,0
13.679,13.67,-16.7,6000
13.67,13.647,-16.1,6000
13.647,7.7603,-15.3,6000
7.7603,13.379,-14.8,0
13.379,13.314,-14.3,6000
13.314,13.249,-14.3,6000
13.249,7.3708,-14.3,0
7.3708,12.829,-14.3,0
12.829,7.022,-14.3,6000
7.022,6.7424,-14.3,0
6.7424,12.29,-14.3,0
12.29,12.377,-14.5,6000
12.377,16.137,-14.6,6000
16.137,16.138,-15,10000
16.138,16.191,-15.1,10000
16.191,16.156,-15.3,10000
16.156,12.553,-15.6,10000
12.553,6.9213,-14.6,6000
6.9213,12.534,-14,0
12.534,16.528,-13.3,6000
16.528,16.809,-12.6,10000
16.809,17.036,-12.1,10000
17.036,7.8096,-11.6,10000
7.8096,13.57,-10.8,0
13.57,13.967,-10.1,6000
13.967,14.334,-9.3,6000
14.334,8.6882,-8.1,6000
8.6882,14.675,-7,0
14.675,15.475,-6,6000
15.475,16.28,-2,6000
16.28,10.966,1.7,0
10.966,17.007,5.5,0
17.007,11.023,5,6000
11.023,10.776,4.5,0
10.776,16.706,3.9,0
16.706,16.843,3.5,6000
16.843,20.946,3.2,6000
20.946,21.32,2.7,10000
21.32,21.776,3.5,10000
21.776,22.219,4.3,10000
22.219,18.655,5,10000
18.655,12.779,4.5,6000
12.779,18.835,4.3,0
18.835,23.072,3.9,6000
23.072,23.353,3.5,10000
23.353,23.525,3.2,10000
23.525,13.562,2.7,10000
13.562,19.337,2.2,0
19.337,19.324,1.7,6000
19.324,19.397,1.1,6000
19.397,13.353,0.4,6000
13.353,19.213,-0.3,0
19.213,19.4,-1.1,6000
19.4,19.537,-0.3,6000
19.537,13.615,0.4,0
13.615,19.421,1.1,0
19.421,13.352,0.5,6000
13.352,12.998,0,0
12.998,18.628,-0.6,0
18.628,18.48,-2,6000
18.48,22.149,-3.4,6000
