0,19.45,-7,6000,0,1
19.45,19.423,-7.2,1923.9,3600,1
19.423,19.39,-8.1,2018.2,7200,1
19.39,19.36,-9.1,2136.3,10800,1
19.36,19.363,-10,2239.6,14400,1
19.363,19.367,-10,2227.9,18000,1
19.367,19.372,-10,2216.2,21600,1
19.372,19.425,-10,2196.8,25200,1
19.425,19.425,-8,2014.2,28800,1
19.425,16.999,-5.9,0,32400,1
16.999,16.971,-3.9,2.3032,36000,1
16.971,16.965,-3.5,101.61,39600,0
16.965,16.995,-3.2,121.96,43200,0
16.995,17.036,-2.8,17.256,46800,0
17.036,16.989,-4.1,0,50400,0
16.989,16.932,-5.4,37.853,54000,0
16.932,16.851,-6.7,237.66,57600,0
16.851,19.03,-8,521.27,61200,0
19.03,19.222,-9.3,3394.5,64800,0
19.222,19.218,-10.6,2722.6,68400,0
19.218,19.218,-10.6,2737.8,72000,0
19.218,19.218,-10.6,2737.7,75600,0
19.218,19.216,-10.6,2735.3,79200,0
19.216,19.204,-10.6,2744.9,82800,0
19.204,19.197,-10.6,2786.8,86400,0
19.197,19.199,-10.6,2808.8,90000,1
19.199,19.2,-10.4,2804.3,93600,1
19.2,19.203,-10.2,2801.7,97200,1
19.203,19.186,-10,2790.8,1.008e+05,1
19.186,19.173,-10.2,2848.2,1.044e+05,1
19.173,19.16,-10.4,2893.3,1.08e+05,1
19.16,19.231,-10.6,2938.8,1.116e+05,1
19.231,19.244,-8.9,2693,1.152e+05,1
19.244,16.888,-7.3,0,1.188e+05,1
16.888,16.989,-5.6,392.22,1.224e+05,0
16.989,17.366,-4.5,38.901,1.26e+05,0
17.366,17.907,-3.3,0,1.296e+05,0
17.907,18.013,-2.2,0,1.332e+05,0
18.013,17.863,-2.8,0,1.368e+05,0
17.863,17.495,-3.3,0,1.404e+05,0
17.495,17.138,-3.9,0,1.44e+05,0
17.138,19.281,-3.9,0,1.476e+05,0
19.281,19.48,-3.9,2515.9,1.512e+05,0
19.48,19.406,-3.9,1818.8,1.548e+05,0
19.406,19.323,-6.1,2078,1.584e+05,0
19.323,19.243,-8.4,2369.4,1.62e+05,1
19.243,19.225,-10.6,2649.8,1.656e+05,1
19.225,19.211,-10.8,2711.8,1.692e+05,1
19.211,19.197,-10.9,2762.8,1.728e+05,1
19.197,19.193,-11.1,2812.2,1.764e+05,1
19.193,19.197,-11.5,2825.7,1.8e+05,1
19.197,19.192,-11.8,2809.5,1.836e+05,1
19.192,19.194,-12.2,2827.5,1.872e+05,1
19.194,19.192,-12.6,2821.5,1.908e+05,1
19.192,19.192,-12.9,2827.2,1.944e+05,1
19.192,19.289,-13.3,2827.1,1.98e+05,1
19.289,19.321,-9.6,2489.3,2.016e+05,1
19.321,16.935,-5.9,0,2.052e+05,0
16.935,16.917,-2.2,227.98,2.088e+05,0
16.917,16.939,-2,288.86,2.124e+05,0
16.939,16.964,-1.9,212.6,2.16e+05,0
16.964,17,-1.7,124.7,2.196e+05,0
17,17.083,-2.8,0,2.232e+05,0
17.083,17.016,-3.9,0,2.268e+05,0
17.016,16.92,-5,0,2.304e+05,0
16.92,19.128,-6.3,281.35,2.34e+05,0
19.128,19.311,-7.6,3051.9,2.376e+05,0
19.311,19.274,-8.9,2412.5,2.412e+05,0
19.274,19.237,-9.6,2540.3,2.448e+05,0
19.237,19.209,-10.4,2672,2.484e+05,1
19.209,19.21,-11.1,2769,2.52e+05,1
19.21,19.218,-10,2763.4,2.556e+05,1
19.218,19.224,-8.9,2737.3,2.592e+05,1
19.224,19.184,-7.8,2717.5,2.628e+05,1
19.184,19.142,-10.4,2857.6,2.664e+05,1
19.142,19.115,-13,3004.4,2.7e+05,1
19.115,19.126,-15.6,3097.8,2.736e+05,1
19.126,19.141,-14.5,3060.5,2.772e+05,1
19.141,19.161,-13.3,3005.5,2.808e+05,1
19.161,19.267,-12.2,2937.3,2.844e+05,1
19.267,19.328,-9.1,2563.8,2.88e+05,1
19.328,16.983,-5.9,0,2.916e+05,1
16.983,17.242,-2.8,57.933,2.952e+05,0
17.242,17.683,-1.9,0,2.988e+05,0
17.683,18.069,-0.9,0,3.024e+05,0
18.069,18.012,0,0,3.06e+05,0
18.012,17.657,-1.9,0,3.096e+05,0
17.657,17.049,-3.7,0,3.132e+05,0
17.049,16.926,-5.6,0,3.168e+05,0
16.926,19.171,-6.5,258.83,3.204e+05,0
19.171,19.383,-7.4,2902.6,3.24e+05,0
19.383,19.36,-8.3,2160.1,3.276e+05,0
19.36,19.345,-8.9,2239.4,3.312e+05,0
19.345,19.326,-9.4,2292.2,3.348e+05,0
19.326,19.289,-10,2359,3.384e+05,1
19.289,19.248,-10.7,2489.1,3.42e+05,1
19.248,19.208,-11.5,2631.7,3.456e+05,1
19.208,19.192,-12.2,2773.7,3.492e+05,1
19.192,19.176,-12.6,2829.6,3.528e+05,1
19.176,19.156,-12.9,2884.3,3.564e+05,1
19.156,19.143,-13.3,2954.2,3.6e+05,1
19.143,19.13,-13.7,2999,3.636e+05,1
19.13,19.12,-14,3045.4,3.672e+05,1
19.12,19.143,-14.4,3080,3.708e+05,1
19.143,19.076,-14,2998.8,3.744e+05,1
19.076,16.691,-13.7,0,3.78e+05,0
16.691,16.75,-13.3,1082.9,3.816e+05,0
16.75,16.82,-12.6,873.41,3.852e+05,0
16.82,16.882,-11.8,629.17,3.888e+05,0
16.882,16.862,-11.1,414.26,3.924e+05,0
16.862,16.812,-12.2,484.64,3.96e+05,0
16.812,16.724,-13.3,657.9,3.996e+05,0
