0,25.54,-7,6000
25.54,16.593,-7.2,0
16.593,16.11,-8.1,0
16.11,15.716,-9.1,0
15.716,15.476,-10,0
15.476,15.279,-10,0
15.279,15.114,-10,0
15.114,15.181,-10,0
15.181,15.368,-8,0
15.368,25.158,-5.9,6000
25.158,16.214,-3.9,0
16.214,16.075,-3.5,0
16.075,16.207,-3.2,0
16.207,16.344,-2.8,0
16.344,16.259,-4.1,0
16.259,15.965,-5.4,0
15.965,15.414,-6.7,0
15.414,14.831,-8,0
14.831,14.237,-9.3,0
14.237,13.894,-10.6,0
13.894,19.127,-10.6,3500
19.127,13.764,-10.6,0
13.764,13.434,-10.6,0
13.434,13.157,-10.6,0
13.157,12.893,-10.6,0
12.893,12.648,-10.6,0
12.648,12.423,-10.4,0
12.423,12.201,-10.2,0
12.201,11.914,-10,0
11.914,11.597,-10.2,0
11.597,11.317,-10.4,0
11.317,11.416,-10.6,0
11.416,11.732,-8.9,0
11.732,17.871,-7.3,3500
17.871,13.278,-5.6,0
13.278,13.835,-4.5,0
13.835,14.403,-3.3,0
14.403,14.57,-2.2,0
14.57,14.485,-2.8,0
14.485,14.163,-3.3,0
14.163,13.847,-3.9,0
13.847,13.576,-3.9,0
13.576,13.349,-3.9,0
13.349,18.398,-3.9,3500
18.398,12.596,-6.1,0
12.596,11.899,-8.4,0
11.899,11.517,-10.6,0
11.517,11.234,-10.8,0
11.234,10.941,-10.9,0
10.941,10.7,-11.1,0
10.7,10.485,-11.5,0
10.485,10.272,-11.8,0
10.272,10.032,-12.2,0
10.032,9.8055,-12.6,0
9.8055,9.5878,-12.9,0
9.5878,9.8307,-13.3,0
9.8307,19.906,-9.6,6000
19.906,11.395,-5.9,0
11.395,11.355,-2.2,0
11.355,11.572,-2,0
11.572,11.854,-1.9,0
11.854,12.121,-1.7,0
12.121,12.251,-2.8,0
12.251,12.19,-3.9,0
12.19,11.773,-5,0
11.773,11.311,-6.3,0
11.311,16.429,-7.6,3500
16.429,10.843,-8.9,0
10.843,10.407,-9.6,0
10.407,10.047,-10.4,0
10.047,15.373,-11.1,3500
15.373,10.072,-10,0
10.072,9.8823,-8.9,0
9.8823,9.4885,-7.8,0
9.4885,9.0441,-10.4,0
9.0441,8.5984,-13,0
8.5984,8.4032,-15.6,0
8.4032,8.2892,-14.5,0
8.2892,8.1914,-13.3,0
8.1914,8.5359,-12.2,0
8.5359,9.0988,-9.1,0
9.0988,9.8254,-5.9,0
9.8254,10.415,-2.8,0
10.415,10.957,-1.9,0
10.957,11.446,-0.9,0
11.446,11.522,0,0
11.522,11.313,-1.9,0
11.313,10.814,-3.7,0
10.814,10.44,-5.6,0
