0,19.45,-7,6000,0,1
19.45,19.423,-7.2,1923.9,3600,1
19.423,19.39,-8.1,2018.2,7200,1
19.39,19.36,-9.1,2136.3,10800,1
19.36,19.363,-10,2239.6,14400,1
19.363,19.367,-10,2227.9,18000,1
19.367,19.372,-10,2216.2,21600,1
19.372,19.425,-10,2196.8,25200,1
19.425,19.487,-8,2014.2,28800,1
19.487,19.539,-5.9,1796.3,32400,1
19.539,19.553,-3.9,1612.4,36000,1
19.553,19.569,-3.5,1565.5,39600,0
19.569,19.615,-3.2,1510.2,43200,0
19.615,19.642,-2.8,1345.8,46800,0
19.642,19.64,-4.1,1251.4,50400,0
19.64,19.599,-5.4,1261.3,54000,0
19.599,19.518,-6.7,1402.3,57600,0
19.518,19.448,-8,1687.4,61200,0
19.448,19.375,-9.3,1932.9,64800,0
19.375,19.36,-10.6,2186.8,68400,0
19.36,19.354,-10.6,2241,72000,0
19.354,19.34,-10.6,2260,75600,0
19.34,19.324,-10.6,2310.8,79200,0
19.324,19.312,-10.6,2364.6,82800,0
19.312,19.299,-10.6,2409,86400,0
19.299,19.294,-10.6,2454.9,90000,1
19.294,19.288,-10.4,2472.6,93600,1
19.288,19.283,-10.2,2491.1,97200,1
19.283,19.255,-10,2508.1,1.008e+05,1
19.255,19.24,-10.2,2608.2,1.044e+05,1
19.24,19.227,-10.4,2660.3,1.08e+05,1
19.227,19.293,-10.6,2704.8,1.116e+05,1
19.293,19.383,-8.9,2473,1.152e+05,1
19.383,19.5,-7.3,2161.2,1.188e+05,1
19.5,19.618,-5.6,1749.7,1.224e+05,0
19.618,19.725,-4.5,1337.3,1.26e+05,0
19.725,19.819,-3.3,961.48,1.296e+05,0
19.819,19.824,-2.2,632.16,1.332e+05,0
19.824,19.797,-2.8,616.52,1.368e+05,0
19.797,19.733,-3.3,709.96,1.404e+05,0
19.733,19.699,-3.9,932.94,1.44e+05,0
19.699,19.667,-3.9,1052.3,1.476e+05,0
19.667,19.637,-3.9,1164.6,1.512e+05,0
19.637,19.555,-3.9,1270.7,1.548e+05,0
19.555,19.463,-6.1,1558.5,1.584e+05,0
19.463,19.365,-8.4,1878.9,1.62e+05,1
19.365,19.345,-10.6,2224.2,1.656e+05,1
19.345,19.325,-10.8,2291.8,1.692e+05,1
19.325,19.301,-10.9,2362.3,1.728e+05,1
19.301,19.295,-11.1,2445.3,1.764e+05,1
19.295,19.289,-11.5,2468.1,1.8e+05,1
19.289,19.286,-11.8,2489.8,1.836e+05,1
19.286,19.275,-12.2,2500,1.872e+05,1
19.275,19.269,-12.6,2537.1,1.908e+05,1
19.269,19.263,-12.9,2559.1,1.944e+05,1
19.263,19.358,-13.3,2578.1,1.98e+05,1
19.358,19.455,-9.6,2247.2,2.016e+05,1
19.455,19.558,-5.9,1909.2,2.052e+05,0
19.558,19.554,-2.2,1545.9,2.088e+05,0
19.554,19.592,-2,1560.3,2.124e+05,0
19.592,19.628,-1.9,1426.7,2.16e+05,0
19.628,19.68,-1.7,1301.3,2.196e+05,0
19.68,19.711,-2.8,1121.5,2.232e+05,0
19.711,19.71,-3.9,1011.4,2.268e+05,0
19.71,19.631,-5,1015.4,2.304e+05,0
19.631,19.562,-6.3,1289.9,2.34e+05,0
19.562,19.496,-7.6,1534.3,2.376e+05,0
19.496,19.446,-8.9,1763.6,2.412e+05,0
19.446,19.401,-9.6,1937.4,2.448e+05,0
19.401,19.359,-10.4,2097.1,2.484e+05,1
19.359,19.35,-11.1,2242.7,2.52e+05,1
19.35,19.351,-10,2274,2.556e+05,1
19.351,19.35,-8.9,2270.7,2.592e+05,1
19.35,19.299,-7.8,2273.6,2.628e+05,1
19.299,19.254,-10.4,2453.5,2.664e+05,1
19.254,19.21,-13,2611.4,2.7e+05,1
19.21,19.218,-15.6,2765.9,2.736e+05,1
19.218,19.228,-14.5,2737.9,2.772e+05,1
19.228,19.245,-13.3,2703.6,2.808e+05,1
19.245,19.344,-12.2,2642.5,2.844e+05,1
19.344,19.468,-9.1,2295.2,2.88e+05,1
19.468,19.607,-5.9,1860.8,2.916e+05,1
19.607,19.692,-2.8,1375.5,2.952e+05,0
19.692,19.769,-1.9,1077.9,2.988e+05,0
19.769,19.84,-0.9,807.78,3.024e+05,0
19.84,19.813,0,559.21,3.06e+05,0
19.813,19.76,-1.9,654.09,3.096e+05,0
19.76,19.662,-3.7,841.43,3.132e+05,0
19.662,19.62,-5.6,1182.1,3.168e+05,0
19.62,19.581,-6.5,1330.5,3.204e+05,0
19.581,19.553,-7.4,1465.3,3.24e+05,0
19.553,19.518,-8.3,1565.5,3.276e+05,0
19.518,19.492,-8.9,1687.4,3.312e+05,0
19.492,19.462,-9.4,1777.3,3.348e+05,0
19.462,19.415,-10,1883.1,3.384e+05,1
19.415,19.369,-10.7,2048,3.42e+05,1
19.369,19.325,-11.5,2208.6,3.456e+05,1
19.325,19.298,-12.2,2363.4,3.492e+05,1
19.298,19.272,-12.6,2456.3,3.528e+05,1
19.272,19.249,-12.9,2546.3,3.564e+05,1
19.249,19.224,-13.3,2626.9,3.6e+05,1
19.224,19.214,-13.7,2714.4,3.636e+05,1
19.214,19.2,-14,2752.3,3.672e+05,1
19.2,19.219,-14.4,2801.4,3.708e+05,1
19.219,19.244,-14,2733.4,3.744e+05,1
19.244,19.307,-13.7,2647.4,3.78e+05,0
19.307,19.386,-13.3,2426.7,3.816e+05,0
19.386,19.472,-12.6,2148.3,3.852e+05,0
19.472,19.55,-11.8,1849.6,3.888e+05,0
